vehicle_type_encoded,vehicle_km,vehicle_km_log,transport_private,transport_public,transport_walk/bicycle,flight_freq_score,heating_carbon_factor,electronic_hours_total,electronic_hours_weighted,energy_efficiency_score,diet_carbon_factor,grocery_bill,grocery_bill_log,new_clothes_monthly,clothes_consumption_score,shower_freq_score,recycling_types_count,recycles_any,recycles_paper,recycles_plastic,recycles_glass,recycles_metal,weekly_waste_volume,monthly_waste_score,cooking_appliance_count,energy_intensive_appliances,social_activity_score,body_type_normal,body_type_obese,body_type_overweight,body_type_underweight,is_male,is_female,carbon_emission,vehicle_km_type_interaction,diet_grocery_interaction,lifestyle_composite
0,1488,7.305860032684009,False,True,False,1,0.4,35,47.0,0.5,1.0,152,5.030437921392435,27,4.0,1,2,1,1,1,0,0,30,120,5,3,1,True,False,False,False,1,0,1444,0,1.52,9.666666666666666
0,44,3.8066624897703196,False,False,True,1,0.4,25,30.0,1.0,2.0,133,4.897839799950911,39,4.0,3,1,1,0,0,1,0,20,80,3,1,1,True,False,False,False,0,1,1411,0,2.66,14.333333333333334
3,7375,8.90598676523643,True,False,False,1,0.4,45,56.0,0.5,1.0,167,5.123963979403259,10,2.0,2,3,1,0,1,1,1,80,320,4,3,3,False,False,False,True,1,0,2545,22125,1.67,5.0
0,842,6.736966958001855,False,True,False,1,0.3,38,45.0,0.0,1.5,64,4.174387269895637,34,4.0,4,2,1,1,0,1,0,30,120,3,3,1,False,True,False,False,0,1,1621,0,0.96,13.0
0,1656,7.4127640174265625,False,True,False,3,0.3,40,49.5,0.0,1.0,216,5.37989735354046,36,4.0,1,2,1,1,0,0,1,30,120,2,2,3,True,False,False,False,0,1,1851,0,2.16,13.333333333333334
0,1686,7.430707082545968,False,True,False,0,0.8,18,23.5,1.0,1.5,91,4.5217885770490405,25,4.0,1,2,1,0,0,1,1,80,320,5,3,1,True,False,False,False,0,1,1383,0,1.365,9.0
0,69,4.248495242049359,False,False,True,1,0.4,8,9.5,0.5,1.0,235,5.4638318050256105,36,4.0,2,2,1,1,1,0,0,20,80,4,3,3,False,False,True,False,1,0,1633,0,2.35,13.666666666666666
0,737,6.6039438246004725,False,True,False,5,0.8,30,35.0,0.0,1.0,251,5.529429087511423,30,4.0,4,2,1,0,1,1,0,60,240,2,0,3,True,False,False,False,0,1,2694,0,2.51,12.333333333333334
5,6260,8.74209519574531,True,False,False,5,0.5,16,20.0,0.0,1.0,131,4.882801922586371,17,3.0,4,0,0,0,0,0,0,150,600,2,1,2,False,False,True,False,0,1,4009,31300,1.31,7.666666666666667
5,3271,8.093156697722637,True,False,False,1,0.4,36,45.0,0.5,2.0,173,5.159055299214529,11,3.0,2,2,1,1,0,0,1,180,720,1,0,3,False,False,False,True,1,0,2696,16355,3.46,5.333333333333333
2,8754,9.077380244719953,True,False,False,3,0.4,39,50.0,0.0,1.0,131,4.882801922586371,3,1.0,2,2,1,1,0,1,0,120,480,4,2,2,False,False,True,False,0,1,3959,17508,1.31,2.3333333333333335
0,15,2.772588722239781,False,False,True,3,0.4,29,31.5,0.5,1.5,184,5.220355825078324,3,1.0,2,0,0,0,0,0,0,60,240,2,0,3,False,True,False,False,1,0,2404,0,2.76,2.6666666666666665
1,8731,9.074749717669835,True,False,False,0,0.4,43,55.0,1.0,1.5,283,5.648974238161206,38,4.0,4,2,1,0,1,0,1,60,240,2,1,2,False,True,False,False,0,1,5346,8731,4.245,14.666666666666666
0,1572,7.360739903058278,False,True,False,3,0.8,23,30.0,1.0,1.5,276,5.6240175061873385,42,4.0,3,1,1,0,0,0,1,40,160,0,0,1,True,False,False,False,0,1,2059,0,4.14,15.333333333333334
0,1004,6.912742820493176,False,True,False,3,0.3,10,15.0,0.5,1.5,115,4.7535901911063645,27,4.0,3,3,1,1,0,1,1,5,20,4,2,1,False,False,False,True,1,0,1373,0,1.725,10.333333333333334
3,9936,9.204020443231363,True,False,False,5,0.8,8,10.5,0.5,2.5,228,5.43372200355424,40,4.0,2,0,0,0,0,0,0,5,20,2,2,1,False,False,True,False,1,0,4914,29808,5.7,14.333333333333334
0,87,4.477336814478207,False,False,True,1,0.4,22,31.5,0.5,1.5,97,4.584967478670572,41,4.0,1,4,1,1,1,1,1,40,160,4,3,1,False,True,False,False,1,0,1526,0,1.455,14.333333333333334
0,10,2.3978952727983707,False,False,True,1,0.8,11,12.0,1.0,2.5,60,4.110873864173311,9,2.0,3,2,1,0,1,1,0,50,200,0,0,2,False,False,True,False,1,0,1615,0,1.5,4.666666666666667
0,8,2.1972245773362196,False,False,True,1,0.4,19,25.0,0.0,1.5,109,4.700480365792417,17,3.0,2,0,0,0,0,0,0,30,120,4,3,2,False,False,False,True,0,1,1107,0,1.635,7.0
0,73,4.30406509320417,False,False,True,0,0.5,36,44.0,0.0,1.0,254,5.541263545158426,4,1.0,2,2,1,0,0,1,1,35,140,3,2,3,True,False,False,False,1,0,925,0,2.54,3.0
0,643,6.467698726104354,False,True,False,3,0.8,38,47.0,0.5,2.0,104,4.653960350157523,2,1.0,1,1,1,0,1,0,0,60,240,1,1,1,False,True,False,False,1,0,2548,0,2.08,1.3333333333333333
0,343,5.840641657373398,False,True,False,3,0.5,26,30.0,0.0,2.0,83,4.430816798843313,33,4.0,4,2,1,0,0,1,1,60,240,2,0,2,True,False,False,False,1,0,1986,0,1.66,13.0
0,60,4.110873864173311,False,False,True,3,0.5,23,25.0,0.5,2.5,162,5.093750200806762,22,4.0,1,3,1,1,1,0,1,40,160,2,0,3,False,False,False,True,0,1,1448,0,4.05,8.666666666666666
0,16,2.833213344056216,False,False,True,5,0.5,6,9.0,1.0,1.5,181,5.204006687076795,39,4.0,4,2,1,0,0,1,1,15,60,5,3,2,False,False,False,True,0,1,1936,0,2.715,15.0
4,5674,8.643825842349603,True,False,False,3,0.3,21,23.0,0.0,1.0,125,4.836281906951478,21,4.0,4,1,1,0,0,1,0,15,60,2,1,3,False,False,True,False,0,1,1809,22696,1.25,9.333333333333334
0,1425,7.262628600974241,False,True,False,0,0.5,17,21.0,0.0,1.5,150,5.017279836814924,23,4.0,2,4,1,1,1,1,1,40,160,3,2,1,False,True,False,False,1,0,897,0,2.25,8.666666666666666
0,316,5.75890177387728,False,True,False,0,0.5,43,54.5,0.5,1.0,73,4.30406509320417,37,4.0,2,3,1,1,1,1,0,30,120,4,3,3,False,False,False,True,0,1,982,0,0.73,14.0
5,3881,8.264105763728956,True,False,False,0,0.3,38,49.5,0.5,2.5,186,5.231108616854587,34,4.0,2,1,1,1,0,0,0,40,160,3,2,3,False,False,False,True,0,1,2166,19405,4.65,13.0
5,1019,6.927557906278317,True,False,False,1,0.8,30,33.0,0.5,1.5,273,5.6131281063880705,37,4.0,4,1,1,0,0,0,1,30,120,0,0,2,False,False,True,False,0,1,1921,5095,4.095,14.333333333333334
3,2825,7.946617563244473,True,False,False,3,0.8,31,41.0,0.5,2.5,74,4.31748811353631,10,2.0,2,2,1,1,1,0,0,120,480,1,0,2,True,False,False,False,0,1,2180,8475,1.85,4.666666666666667
0,87,4.477336814478207,False,False,True,1,0.3,43,54.0,1.0,2.5,290,5.673323267171493,25,4.0,4,3,1,1,1,1,0,5,20,1,0,2,True,False,False,False,1,0,1468,0,7.25,10.333333333333334
0,56,4.04305126783455,False,False,True,1,0.5,26,27.0,0.0,2.0,117,4.770684624465665,20,3.0,4,2,1,1,1,0,0,140,560,0,0,3,True,False,False,False,1,0,1793,0,2.34,9.0
0,1427,7.2640301428995295,False,True,False,1,0.5,30,37.5,0.5,2.0,136,4.919980925828125,20,3.0,2,2,1,0,1,0,1,20,80,3,3,1,False,False,True,False,1,0,1277,0,2.72,7.666666666666667
5,5380,8.59062950948942,True,False,False,3,0.3,32,36.0,1.0,1.0,289,5.66988092298052,14,3.0,3,1,1,0,1,0,0,25,100,4,3,3,False,True,False,False,1,0,4255,26900,2.89,6.666666666666667
0,880,6.78105762593618,False,True,False,3,0.8,30,36.5,0.0,2.0,291,5.676753802268282,39,4.0,2,2,1,1,0,0,1,15,60,1,0,1,True,False,False,False,1,0,2352,0,5.82,14.0
0,1488,7.305860032684009,False,True,False,3,0.5,14,18.5,1.0,2.5,175,5.170483995038151,25,4.0,4,1,1,1,0,0,0,15,60,1,0,2,False,False,False,True,1,0,1592,0,4.375,10.333333333333334
0,55,4.02535169073515,False,False,True,5,0.8,28,35.0,0.5,2.5,193,5.267858159063328,34,4.0,3,1,1,0,0,1,0,140,560,3,3,2,False,False,True,False,0,1,3657,0,4.825,13.0
0,37,3.6375861597263857,False,False,True,5,0.3,6,6.0,1.0,2.5,288,5.666426688112432,46,4.0,3,4,1,1,1,1,1,60,240,3,3,1,False,False,False,True,1,0,2693,0,7.2,16.666666666666668
0,7,2.0794415416798357,False,False,True,5,0.3,35,44.5,0.5,2.5,248,5.517452896464707,47,4.0,2,1,1,0,0,1,0,40,160,0,0,1,False,False,False,True,0,1,2558,0,6.2,16.666666666666668
5,9664,9.17626639164243,True,False,False,5,0.4,38,45.5,1.0,1.5,272,5.60947179518496,22,4.0,3,3,1,1,0,1,1,10,40,4,3,3,False,False,False,True,0,1,4497,48320,4.08,9.333333333333334
0,50,3.9318256327243257,False,False,True,0,0.3,43,54.5,1.0,2.5,239,5.480638923341991,37,4.0,3,2,1,0,1,0,1,30,120,5,3,3,False,True,False,False,1,0,2241,0,5.975,14.333333333333334
5,1363,7.218176838403408,True,False,False,1,0.5,24,35.5,0.0,2.5,92,4.532599493153256,7,2.0,2,2,1,0,0,1,1,180,720,3,2,1,False,False,False,True,0,1,1434,6815,2.3,3.3333333333333335
0,1664,7.417580402414544,False,True,False,1,0.5,11,13.0,1.0,1.0,298,5.700443573390687,35,4.0,1,1,1,1,0,0,0,20,80,1,0,2,True,False,False,False,0,1,1101,0,2.98,12.666666666666666
0,1110,7.01301578963963,False,True,False,1,0.8,19,23.5,0.0,1.0,95,4.564348191467836,49,4.0,1,2,1,1,1,0,0,40,160,3,2,1,False,False,True,False,0,1,1816,0,0.95,17.0
5,7243,8.887928819003305,True,False,False,0,0.8,27,35.5,1.0,1.5,176,5.176149732573829,7,2.0,3,2,1,1,1,0,0,100,400,4,3,3,True,False,False,False,1,0,3575,36215,2.64,4.333333333333333
0,337,5.823045895483019,False,True,False,3,0.3,27,37.5,0.0,1.0,200,5.303304908059076,7,2.0,3,1,1,0,0,0,1,20,80,4,3,3,False,False,False,True,0,1,1499,0,2.0,4.333333333333333
0,88,4.48863636973214,False,False,True,3,0.5,39,50.5,0.5,1.0,65,4.189654742026425,44,4.0,2,3,1,1,0,1,1,50,200,2,1,2,False,False,True,False,0,1,1703,0,0.65,16.0
1,8977,9.102532419341877,True,False,False,5,0.3,13,19.0,1.0,2.0,180,5.198497031265826,19,3.0,1,2,1,1,0,1,0,20,80,2,2,3,False,True,False,False,0,1,5667,8977,3.6,7.666666666666667
0,64,4.174387269895637,False,False,True,1,0.5,41,51.0,1.0,2.0,131,4.882801922586371,29,4.0,1,1,1,0,0,0,1,140,560,1,1,2,False,False,True,False,1,0,1884,0,2.62,10.666666666666666
0,50,3.9318256327243257,False,False,True,5,0.4,43,53.5,0.0,1.5,69,4.248495242049359,22,4.0,4,1,1,0,1,0,0,90,360,2,0,3,False,True,False,False,0,1,3060,0,1.035,9.666666666666666
0,95,4.564348191467836,False,False,True,5,0.5,24,31.5,0.0,2.0,199,5.298317366548036,26,4.0,4,2,1,0,0,1,1,40,160,0,0,2,True,False,False,False,0,1,2009,0,3.98,10.666666666666666
3,4842,8.48528964240323,True,False,False,5,0.4,16,21.0,0.5,1.0,119,4.787491742782046,41,4.0,4,3,1,1,1,0,1,35,140,4,3,1,False,True,False,False,0,1,3299,14526,1.19,15.333333333333334
0,60,4.110873864173311,False,False,True,3,0.5,27,29.5,0.5,1.5,155,5.049856007249537,32,4.0,3,2,1,1,0,0,1,180,720,4,3,2,False,False,False,True,1,0,2277,0,2.325,12.333333333333334
0,1436,7.270312886079025,False,True,False,5,0.3,14,18.5,0.0,2.5,117,4.770684624465665,34,4.0,1,0,0,0,0,0,0,40,160,1,0,3,False,False,True,False,1,0,3295,0,2.925,12.666666666666666
1,7300,8.895766604056085,True,False,False,3,0.3,19,25.5,0.0,1.0,59,4.0943445622221,38,4.0,3,1,1,0,0,0,1,15,60,3,3,1,False,False,True,False,0,1,4584,7300,0.59,14.0
0,18,2.9444389791664403,False,False,True,3,0.4,39,50.0,0.5,2.0,146,4.990432586778736,1,1.0,3,3,1,1,1,1,0,150,600,4,3,1,False,True,False,False,1,0,2384,0,2.92,1.6666666666666667
0,1153,7.050989447068045,False,True,False,0,0.5,17,20.5,0.5,2.5,222,5.407171771460119,14,3.0,3,3,1,0,1,1,1,20,80,4,3,1,False,True,False,False,0,1,876,0,5.55,6.0
2,1335,7.197435354096591,True,False,False,5,0.4,30,37.0,0.0,2.0,198,5.293304824724492,39,4.0,3,1,1,0,0,0,1,90,360,2,0,1,False,True,False,False,1,0,4063,2670,3.96,14.333333333333334
0,65,4.189654742026425,False,False,True,0,0.3,16,21.5,0.0,2.0,206,5.332718793265369,12,3.0,2,1,1,0,1,0,0,40,160,2,1,2,False,False,False,True,1,0,1164,0,4.12,5.333333333333333
0,1783,7.486613313139955,False,True,False,0,0.3,42,54.0,0.5,1.0,227,5.429345628954441,36,4.0,1,2,1,0,0,1,1,210,840,1,1,1,False,True,False,False,0,1,2129,0,2.27,12.666666666666666
0,31,3.4657359027997265,False,False,True,5,0.4,17,22.5,1.0,1.0,142,4.962844630259907,31,4.0,2,0,0,0,0,0,0,60,240,1,0,1,False,False,False,True,0,1,2193,0,1.42,11.333333333333334
0,309,5.736572297479192,False,True,False,3,0.4,30,33.0,0.0,1.5,188,5.241747015059643,20,3.0,2,1,1,0,0,0,1,70,280,2,0,1,False,False,False,True,0,1,1801,0,2.82,7.666666666666667
0,1894,7.546974117516527,False,True,False,5,0.3,32,40.0,0.0,2.5,215,5.375278407684165,33,4.0,1,0,0,0,0,0,0,80,320,1,0,2,False,True,False,False,0,1,3404,0,5.375,12.0
3,8111,9.001099725830965,True,False,False,1,0.8,28,35.5,0.0,1.0,169,5.135798437050262,6,2.0,4,4,1,1,1,1,1,60,240,4,2,3,True,False,False,False,0,1,2347,24333,1.69,4.333333333333333
3,3825,8.249575150000199,True,False,False,5,0.4,25,33.0,0.0,1.5,145,4.983606621708336,34,4.0,1,2,1,0,1,0,1,15,60,2,2,3,True,False,False,False,0,1,2864,11475,2.175,12.666666666666666
0,1424,7.261927092702751,False,True,False,0,0.3,15,18.5,0.5,2.0,235,5.4638318050256105,2,1.0,3,1,1,0,1,0,0,60,240,2,2,3,False,False,True,False,0,1,1302,0,4.7,2.6666666666666665
3,4685,8.452334619067742,True,False,False,5,0.3,21,22.5,0.0,2.5,235,5.4638318050256105,34,4.0,2,4,1,1,1,1,1,60,240,4,3,3,True,False,False,False,0,1,3370,14055,5.875,13.0
0,446,6.102558594613569,False,True,False,0,0.8,27,33.5,0.5,1.5,198,5.293304824724492,44,4.0,2,0,0,0,0,0,0,80,320,1,0,2,False,False,False,True,1,0,2057,0,2.97,16.0
3,6808,8.826000545482966,True,False,False,5,0.5,16,23.0,1.0,1.5,131,4.882801922586371,3,1.0,3,2,1,0,1,0,1,210,840,4,3,3,False,False,True,False,0,1,3549,20424,1.965,3.0
5,6469,8.774931387494947,True,False,False,3,0.4,23,25.5,1.0,2.5,158,5.0689042022202315,21,4.0,2,3,1,0,1,1,1,60,240,4,3,3,True,False,False,False,1,0,3792,32345,3.95,8.666666666666666
0,1735,7.459338895220296,False,True,False,5,0.8,16,23.5,0.5,1.0,291,5.676753802268282,22,4.0,3,2,1,1,0,1,0,180,720,4,2,3,False,False,False,True,0,1,2897,0,2.91,9.333333333333334
0,93,4.543294782270004,False,True,False,0,0.5,19,27.0,0.0,2.5,65,4.189654742026425,2,1.0,4,2,1,0,1,0,1,70,280,4,3,3,False,False,False,True,1,0,961,0,1.625,3.0
0,15,2.772588722239781,False,False,True,1,0.5,22,24.5,0.0,1.5,73,4.30406509320417,27,4.0,2,0,0,0,0,0,0,10,40,0,0,3,False,False,False,True,0,1,1023,0,1.095,10.666666666666666
4,8848,9.08805973726735,True,False,False,0,0.8,12,17.0,0.0,1.5,223,5.4116460518550396,47,4.0,1,0,0,0,0,0,0,60,240,3,3,3,False,False,False,True,1,0,2070,35392,3.345,17.0
0,11,2.4849066497880004,False,False,True,0,0.8,2,3.0,0.5,1.0,118,4.77912349311153,9,2.0,4,1,1,1,0,0,0,40,160,3,1,2,True,False,False,False,1,0,1059,0,1.18,5.0
0,1690,7.43307534889858,False,True,False,3,0.8,5,7.0,1.0,1.5,223,5.4116460518550396,34,4.0,1,1,1,0,0,0,1,40,160,3,2,2,False,False,False,True,1,0,2220,0,3.345,12.333333333333334
0,1724,7.45298232946546,False,True,False,3,0.5,8,10.0,0.0,1.0,145,4.983606621708336,9,2.0,2,2,1,0,1,1,0,70,280,3,2,1,False,False,True,False,1,0,1897,0,1.45,4.0
0,95,4.564348191467836,False,False,True,1,0.5,29,36.0,1.0,2.0,237,5.472270673671475,33,4.0,1,0,0,0,0,0,0,70,280,3,3,2,False,False,True,False,1,0,2007,0,4.74,12.0
3,5902,8.683215975240689,True,False,False,0,0.5,32,38.5,1.0,1.0,50,3.9318256327243257,28,4.0,1,2,1,1,0,1,0,180,720,2,2,2,False,False,False,True,1,0,2357,17706,0.5,10.333333333333334
0,3,1.3862943611198906,False,False,True,0,0.5,21,30.0,0.0,2.5,164,5.10594547390058,24,4.0,2,3,1,1,1,0,1,60,240,2,1,1,False,False,True,False,0,1,990,0,4.1,9.0
4,2883,7.96693349840484,True,False,False,5,0.5,9,13.5,0.5,2.0,277,5.627621113690637,43,4.0,4,2,1,0,1,1,0,40,160,3,2,1,True,False,False,False,0,1,2161,11532,5.54,16.0
0,12,2.5649493574615367,False,False,True,1,0.4,29,34.0,1.0,2.5,275,5.62040086571715,23,4.0,1,2,1,1,1,0,0,70,280,3,2,1,True,False,False,False,0,1,1603,0,6.875,8.333333333333334
0,51,3.9512437185814275,False,False,True,5,0.3,32,43.0,1.0,2.0,204,5.3230099791384085,18,3.0,1,4,1,1,1,1,1,80,320,0,0,1,False,False,True,False,1,0,2592,0,4.08,6.666666666666667
0,30,3.4339872044851463,False,False,True,1,0.4,15,18.5,0.0,1.5,192,5.262690188904886,8,2.0,4,2,1,0,0,1,1,60,240,2,2,1,True,False,False,False,1,0,1148,0,2.88,4.333333333333333
0,11,2.4849066497880004,False,False,True,5,0.4,39,47.0,1.0,2.0,290,5.673323267171493,15,3.0,4,4,1,1,1,1,1,180,720,2,1,1,False,False,True,False,1,0,3194,0,5.8,6.666666666666667
1,2829,7.948031990637284,True,False,False,3,0.5,18,24.5,0.0,1.0,195,5.278114659230517,2,1.0,3,2,1,1,0,0,1,35,140,4,3,2,False,False,True,False,1,0,2573,2829,1.95,2.3333333333333335
4,8948,9.099297073182859,True,False,False,0,0.8,34,45.5,1.0,1.5,280,5.638354669333745,6,2.0,4,2,1,0,0,1,1,100,400,0,0,1,False,True,False,False,0,1,1460,35792,4.2,3.6666666666666665
0,137,4.927253685157205,False,True,False,0,0.3,21,24.5,0.5,2.5,291,5.676753802268282,35,4.0,1,3,1,1,1,1,0,40,160,4,3,3,False,True,False,False,0,1,1858,0,7.275,13.0
0,743,6.612041034833092,False,True,False,5,0.8,27,32.5,1.0,2.5,177,5.181783550292085,6,2.0,1,1,1,0,0,1,0,140,560,2,1,3,False,True,False,False,1,0,3929,0,4.425,3.3333333333333335
2,553,6.317164686747284,True,False,False,3,0.3,4,6.0,0.5,1.0,188,5.241747015059643,14,3.0,1,2,1,1,0,0,1,90,360,3,2,1,False,False,True,False,1,0,1929,1106,1.88,5.333333333333333
2,180,5.198497031265826,True,False,False,5,0.3,18,27.0,0.5,1.5,126,4.844187086458591,39,4.0,1,0,0,0,0,0,0,20,80,3,2,1,False,True,False,False,1,0,3227,360,1.89,13.666666666666666
0,453,6.118097198041348,False,True,False,1,0.8,24,25.5,0.5,2.5,283,5.648974238161206,8,2.0,1,3,1,1,1,1,0,150,600,2,0,3,False,True,False,False,0,1,2305,0,7.075,4.0
0,1400,7.244941546337007,False,True,False,3,0.4,8,10.0,1.0,1.5,241,5.488937726156687,47,4.0,3,2,1,1,0,1,0,90,360,2,2,1,False,True,False,False,1,0,2743,0,3.615,17.0
0,42,3.7612001156935624,False,False,True,1,0.4,20,22.0,0.0,2.5,59,4.0943445622221,19,3.0,4,1,1,1,0,0,0,60,240,1,1,1,False,False,False,True,1,0,1442,0,1.475,8.0
0,73,4.30406509320417,False,False,True,1,0.4,11,14.5,0.0,2.5,72,4.290459441148391,46,4.0,4,3,1,0,1,1,1,120,480,2,1,1,True,False,False,False,0,1,1576,0,1.8,17.0
0,43,3.784189633918261,False,False,True,5,0.5,26,29.5,0.5,2.5,282,5.645446897643238,10,2.0,4,2,1,0,1,0,1,40,160,2,1,3,False,False,False,True,1,0,2469,0,7.05,5.666666666666667
4,9514,9.16062477973025,True,False,False,1,0.3,32,43.5,0.5,2.0,211,5.356586274672012,48,4.0,4,2,1,1,1,0,0,25,100,1,0,1,False,False,False,True,1,0,1616,38056,4.22,17.666666666666668
0,74,4.31748811353631,False,False,True,1,0.3,15,21.0,0.0,2.5,148,5.003946305945459,35,4.0,4,1,1,0,0,1,0,30,120,4,3,1,False,True,False,False,0,1,1714,0,3.7,13.333333333333334
5,3147,8.054522609537294,True,False,False,0,0.5,24,25.5,0.0,1.0,57,4.060443010546419,46,4.0,3,4,1,1,1,1,1,10,40,1,1,1,False,False,False,True,1,0,1626,15735,0.57,16.666666666666668
0,6,1.9459101490553132,False,False,True,5,0.8,20,21.5,0.0,1.5,201,5.308267697401205,6,2.0,4,2,1,0,1,0,1,80,320,3,2,1,True,False,False,False,1,0,2662,0,3.015,3.6666666666666665
0,46,3.8501476017100584,False,False,True,0,0.5,20,25.5,0.0,2.0,265,5.583496308781699,6,2.0,3,3,1,0,1,1,1,20,80,2,0,2,False,False,False,True,0,1,623,0,5.3,3.6666666666666665
0,37,3.6375861597263857,False,False,True,3,0.4,29,36.5,1.0,1.5,141,4.955827057601261,11,3.0,2,2,1,1,1,0,0,80,320,2,2,2,False,True,False,False,0,1,1867,0,2.115,5.0
3,9408,9.149421957006766,True,False,False,3,0.5,28,38.5,0.0,2.5,160,5.081404364984463,23,4.0,2,0,0,0,0,0,0,140,560,4,3,1,False,True,False,False,1,0,4787,28224,4.0,8.666666666666666
0,57,4.060443010546419,False,False,True,0,0.8,43,52.5,1.0,2.5,155,5.049856007249537,37,4.0,2,2,1,1,0,0,1,30,120,1,1,1,False,False,False,True,0,1,1233,0,3.875,13.333333333333334
0,22,3.1354942159291497,False,False,True,3,0.8,18,22.0,0.0,1.0,161,5.087596335232384,45,4.0,1,3,1,0,1,1,1,120,480,2,1,3,False,False,False,True,0,1,2293,0,1.61,16.333333333333332
0,243,5.497168225293202,False,True,False,1,0.8,25,33.5,0.5,2.5,242,5.493061443340548,24,4.0,1,4,1,1,1,1,1,30,120,2,2,1,False,False,False,True,0,1,1206,0,6.05,8.666666666666666
4,122,4.812184355372417,True,False,False,5,0.4,26,29.5,0.5,2.5,186,5.231108616854587,2,1.0,4,2,1,0,0,1,1,30,120,2,1,3,True,False,False,False,1,0,2474,488,4.65,3.0
0,1030,6.93828448401696,False,True,False,5,0.3,21,24.5,0.5,2.0,198,5.293304824724492,3,1.0,3,2,1,0,1,1,0,30,120,2,2,1,False,False,False,True,0,1,1922,0,3.96,2.3333333333333335
0,20,3.044522437723423,False,False,True,3,0.3,39,47.5,0.0,2.5,279,5.634789603169249,41,4.0,2,1,1,0,0,1,0,150,600,4,3,2,True,False,False,False,0,1,2672,0,6.975,15.0
2,3428,8.14002395246292,True,False,False,3,0.4,24,25.5,1.0,2.0,90,4.51085950651685,19,3.0,1,3,1,0,1,1,1,30,120,5,3,2,False,False,True,False,1,0,2679,6856,1.8,7.333333333333333
0,48,3.8918202981106265,False,False,True,0,0.3,22,25.5,1.0,2.5,222,5.407171771460119,12,3.0,1,1,1,0,0,1,0,80,320,2,2,2,False,True,False,False,1,0,1908,0,5.55,5.0
0,31,3.4657359027997265,False,False,True,0,0.5,17,17.0,1.0,2.5,297,5.697093486505405,12,3.0,3,2,1,0,1,0,1,40,160,4,2,2,False,False,True,False,1,0,1264,0,7.425,5.666666666666667
2,1122,7.023758954738443,True,False,False,1,0.3,22,27.5,1.0,1.0,105,4.663439094112067,10,2.0,2,1,1,0,1,0,0,60,240,3,1,2,False,False,False,True,0,1,1302,2244,1.05,4.666666666666667
0,379,5.940171252720432,False,True,False,1,0.4,26,30.0,1.0,2.5,148,5.003946305945459,22,4.0,4,2,1,1,0,0,1,20,80,1,1,3,False,False,True,False,0,1,1353,0,3.7,9.666666666666666
1,8241,9.016998311898762,True,False,False,3,0.8,41,52.5,0.5,2.0,248,5.517452896464707,5,1.0,4,4,1,1,1,1,1,30,120,3,1,3,False,False,False,True,1,0,4680,8241,4.96,4.0
0,33,3.5263605246161616,False,False,True,0,0.5,9,13.0,1.0,2.0,73,4.30406509320417,43,4.0,1,0,0,0,0,0,0,15,60,1,0,2,True,False,False,False,0,1,960,0,1.46,15.333333333333334
1,1262,7.141245122350491,True,False,False,3,0.8,13,15.0,0.5,2.0,87,4.477336814478207,6,2.0,2,2,1,1,0,0,1,100,400,3,1,3,False,False,False,True,0,1,2032,1262,1.74,3.6666666666666665
0,1777,7.48324441607385,False,True,False,5,0.3,36,43.0,0.0,2.0,175,5.170483995038151,9,2.0,4,1,1,0,0,1,0,25,100,3,3,1,False,False,True,False,1,0,2930,0,3.5,4.666666666666667
0,1794,7.492760300922379,False,True,False,3,0.4,26,29.5,0.0,2.5,150,5.017279836814924,18,3.0,4,4,1,1,1,1,1,150,600,1,1,2,True,False,False,False,1,0,2288,0,3.75,8.0
0,420,6.042632833682381,False,True,False,5,0.8,8,11.0,0.0,1.5,65,4.189654742026425,24,4.0,1,2,1,0,1,1,0,80,320,3,1,1,False,False,True,False,0,1,2808,0,0.975,8.666666666666666
0,96,4.574710978503383,False,False,True,1,0.3,35,47.0,0.0,2.5,88,4.48863636973214,30,4.0,1,3,1,1,1,0,1,80,320,3,2,2,False,False,True,False,1,0,1673,0,2.2,11.0
0,57,4.060443010546419,False,False,True,0,0.3,30,37.0,1.0,2.5,127,4.852030263919617,49,4.0,1,4,1,1,1,1,1,20,80,2,1,1,False,False,False,True,0,1,991,0,3.175,17.0
1,3362,8.12058871174027,True,False,False,1,0.3,19,28.5,1.0,2.5,83,4.430816798843313,3,1.0,2,2,1,0,1,0,1,210,840,4,3,2,False,False,True,False,1,0,3301,3362,2.075,2.3333333333333335
0,1451,7.280697195384741,False,True,False,0,0.4,26,28.5,0.5,1.0,112,4.727387818712341,24,4.0,2,3,1,1,1,0,1,20,80,4,2,1,False,True,False,False,1,0,1210,0,1.12,9.0
0,36,3.6109179126442243,False,False,True,1,0.8,24,30.5,0.5,1.5,243,5.497168225293202,38,4.0,3,1,1,0,0,1,0,60,240,2,1,1,False,False,True,False,0,1,1917,0,3.645,14.0
5,1955,7.578656850594762,True,False,False,5,0.3,39,51.0,0.5,2.5,173,5.159055299214529,18,3.0,1,1,1,0,0,1,0,80,320,3,2,2,False,False,True,False,0,1,3268,9775,4.325,7.0
0,68,4.23410650459726,False,False,True,0,0.4,42,52.5,1.0,2.0,260,5.564520407322694,40,4.0,1,2,1,1,0,0,1,90,360,4,2,2,True,False,False,False,1,0,1725,0,5.2,14.333333333333334
0,92,4.532599493153256,False,False,True,5,0.5,18,27.0,0.0,1.0,72,4.290459441148391,3,1.0,1,2,1,1,1,0,0,120,480,4,3,2,True,False,False,False,0,1,1841,0,0.72,2.0
